BIO23422,ES1135,TRUE
BIO03142,ES115,TRUE
BIO29476,ES985,TRUE
BIO19519,ES1364,TRUE
BIO12228,ES1083,TRUE
BIO19519,ES1364,TRUE
BIO14760,ES735,TRUE
BIO05813,ES1233,TRUE
BIO09194,ES1212,TRUE
BIO19414,ES1042,TRUE
BIO37045,ES1395,TRUE
BIO25447,ES1129,TRUE
BIO35654,ES860,TRUE
BIO10507,ES1334,TRUE
BIO18812,ES1262,TRUE
BIO12881,ES932,TRUE
BIO09161,ES996,TRUE
BIO45461,ES1403,TRUE
BIO28310,ES1544,TRUE
BIO14739,ES198,TRUE
BIO23422,ES1135,TRUE
BIO19413,ES1159,TRUE
BIO07927,ES485,TRUE
BIO12569,ES1483,TRUE
BIO42056,ES1656,TRUE
BIO15444,ES1089,TRUE
BIO40444,ES1030,TRUE
BIO28230,ES1637,TRUE
BIO17740,ES534,TRUE
BIO18811,ES955,TRUE
BIO24175,ES1344,TRUE
BIO29472,ES1037,TRUE
BIO25449,ES1232,TRUE
BIO12366,ES307,TRUE
BIO23901,ES1388,TRUE
BIO16698,ES774,TRUE
BIO20274,ES1002,TRUE
BIO36044,ES677,TRUE
BIO05157,ES609,TRUE
BIO16826,ES1379,TRUE
BIO02004,ES984,TRUE
BIO23882,ES1457,TRUE
BIO06540,ES1511,TRUE
BIO05816,ES1233,TRUE
BIO12730,ES995,TRUE
BIO18352,ES118,TRUE
BIO24626,ES191,TRUE
BIO16939,ES950,TRUE
BIO35070,ES1547,TRUE
BIO18965,ES1620,TRUE
BIO18454,ES1093,TRUE
BIO34392,ES1223,TRUE
BIO12154,ES629,TRUE
BIO28310,ES1544,TRUE
BIO27038,ES376,TRUE
BIO04199,ES106,TRUE
BIO14474,ES1219,TRUE
BIO36651,ES1104,TRUE
BIO29503,ES1418,TRUE
BIO25933,ES1020,TRUE
BIO01651,ES1120,TRUE
BIO05260,ES176,TRUE
BIO05795,ES1416,TRUE
BIO45806,ES943,TRUE
BIO23265,ES1226,TRUE
BIO40995,ES1456,TRUE
BIO35651,ES46,TRUE
BIO03252,ES417,TRUE
BIO18454,ES1093,TRUE
BIO15444,ES1089,TRUE
BIO29712,ES558,TRUE
BIO28124,ES1168,TRUE
BIO12056,ES1356,TRUE
BIO18964,ES1620,TRUE
BIO16939,ES950,TRUE
BIO24175,ES1344,TRUE
BIO26648,ES1581,TRUE
BIO28316,ES1243,TRUE
BIO18293,ES894,TRUE
BIO33965,ES837,TRUE
BIO08211,ES883,TRUE
BIO03346,ES186,TRUE
BIO41842,ES1657,TRUE
BIO20799,ES705,FALSE
BIO20562,ES334,FALSE
BIO05533,ES562,FALSE
BIO17063,ES100,FALSE
BIO24368,ES255,FALSE
BIO02689,ES58,FALSE
BIO02727,ES732,FALSE
BIO33085,ES280,FALSE
BIO03630,ES1376,FALSE
BIO24333,ES418,FALSE
BIO06600,ES282,FALSE
BIO17053,ES20,FALSE
BIO31875,ES464,FALSE
BIO17059,ES1127,FALSE
BIO20499,ES87,FALSE
BIO17056,ES778,FALSE
BIO35372,ES1395,FALSE
BIO02726,ES383,FALSE
BIO31878,ES138,FALSE
BIO31886,ES823,FALSE
BIO20560,ES392,FALSE
BIO06125,ES698,FALSE
BIO20798,ES1441,FALSE
BIO03635,ES34,FALSE
BIO31850,ES230,FALSE
BIO03650,ES893,FALSE
BIO17058,ES756,FALSE
BIO35281,ES1454,FALSE
BIO02707,ES572,FALSE
BIO04873,ES479,FALSE
BIO17676,ES1466,FALSE
BIO03634,ES1626,FALSE
BIO04872,ES485,FALSE
BIO31736,ES1428,FALSE
BIO05168,ES1225,FALSE
BIO19699,ES396,FALSE
BIO04992,ES1505,FALSE
BIO02709,ES848,FALSE
BIO31883,ES85,FALSE
BIO01131,ES1163,FALSE
BIO06651,ES596,FALSE
BIO25110,ES1396,FALSE
BIO04657,ES420,FALSE
BIO35541,ES1210,FALSE
BIO06957,ES416,FALSE
BIO31608,ES707,FALSE
BIO03675,ES951,FALSE
BIO34992,ES757,FALSE
BIO31792,ES1203,FALSE
BIO31882,ES1470,FALSE
BIO31609,ES662,FALSE
BIO03633,ES110,FALSE
BIO05033,ES1299,FALSE
BIO31123,ES611,FALSE
BIO20546,ES739,FALSE
BIO31796,ES560,FALSE
BIO17065,ES626,FALSE
BIO31666,ES541,FALSE
BIO25113,ES1550,FALSE
BIO06688,ES773,FALSE
BIO20539,ES738,FALSE
BIO20800,ES503,FALSE
BIO25736,ES1251,FALSE
BIO31632,ES1395,FALSE
BIO03641,ES539,FALSE
BIO24332,ES664,FALSE
BIO31793,ES248,FALSE
BIO31879,ES1549,FALSE
BIO04530,ES579,FALSE
BIO05613,ES93,FALSE
BIO07261,ES55,FALSE
BIO05314,ES1227,FALSE
BIO02711,ES666,FALSE
BIO04871,ES836,FALSE
BIO04877,ES846,FALSE
BIO20801,ES708,FALSE
BIO20478,ES1602,FALSE
BIO09753,ES341,FALSE
BIO03626,ES15,FALSE
BIO31881,ES2,FALSE
BIO25106,ES816,FALSE
BIO24237,ES24,FALSE
BIO17492,ES882,FALSE
